අගේට,slick,
අගෝචර,"imperceptible,unsuitable",
අගෝස්තු,august,
අගෞරව,irreverent,
අගෞරව-කරනවා,dishonour,
අගෞරව-සහිත,"curt,discourteous",
අගෞරවය,"discourtesy,disgrace,dishonour,disrespect",
අඝෝෂ,"breathed,voiceless",
අඟ,limb,
අඟ-වැනි-දේ,horn,
අඟර-කරනවා,flirt,
අඟර-කිරීම,flirtation,
අඟර-දඟර-පාන,coquettish,
අඟර-දඟර-පානවා,coquette,
අඟරදඟර,coquetry,
අඟරදඟර-කිරීම,coquetry,
අඟරදඟර-පානවා,"conquette,coquet",
අඟල්-හතරේ-ප්‍රමාණය,hand,
අඟවනලද-අදහස,importation,
අඟවනවා,"connive,connote,denote,hint,imply,indicate,infer,intimate,register,signify,suggest",
අඟහරු-ග්‍රහයා,mars,
අඟහරු-ග්‍රහයාට-සම්බන්ධ,martian,
අඟහරු-තරුව,mars,
අඟහරු-තරුවේ-වැසියා,martian,
අඟහරුවා,mars,
අඟහරුවාදා,tuesday,
අඟින්-තැනූ,horn,
අඟිලි-අතරෙහි-සවිය,web,
අඟුටු,dwarf,
අඟුටු-පුමංගී,nanandrous,
අඟුටුමිට්ටා,"dwarf,pigmy,pygmy,shrimp,troll",
අඟුටුවීම,dwarfing,
අඟුරු,"carbon,chark,charcoal,ember",
අඟුරු-ආකරය,colliery,
අඟුරු-කබල,"brazier,incense-burner",
අඟුරු-කරනවා,chark,
අඟුරු-කිරීම,char,
අඟුරු-දමනවා,coal,
අඟුරු-නැව,collier,
අඟුරු-බවට-පමුණුවනවා,carbonize,
අඟුරු-බවට-හරවනවා,carbonize,
අඟුරු-ලිප,cupola,
අඟුරු-සටහන,spolvero,
අඟුරු-සුනු-ඉවත්-කරන්නා,gummer,
අඟුරු-සුනු-ඉවත්-කරනය,gummer,
අඟුරුනැව,collier,
අඟුරූ,charcoal,
අඟුල,"barge,boat,canoe",
අඟුළු-දමනවා,bolt,
අඟුළුලනවා,lock,
අචක්‍රීය,acyclic,
අච්චාරු,"pickle,pickles",
අච්චාරුවක්,piccalilli,
අච්චු,dies,
අච්චු-අකුරු,type,
අච්චු-අකුරු-තහඩුව,stereotype,
අච්චු-අකුරු-මුද්‍රණය,letterpress,
අච්චු-කරනවා,punish,
අච්චු-කූර,triblet,
අච්චු-ගසනවා,print,
අච්චු-පිටු-හිර-කිරීම,imposing,
අච්චුකිරීම,molding,
අච්චුගසනවා,print,
අච්චුව,"block,cast,die,impression,matrix,model,mold,mould,penalty,punishment,stamp,template",
අච්චුවේ-තැළීම,swaging,
අච්ඡන්න,"clear,open,uncovered",
අච්ඡින්න,"unbroken,uninterrupted",
අචපල-බව,"stability,stableness",
අචපලභාවය,consistency,
අචරිය,indigo,
අචල,"constant,fixed,steadfast,steady,unshakeable",
අචල-බීජාණුධානිය,aplanosporangium,
අචල-බීජාණුව,aplanospore,
අචල-රූප,stills,
අචලකය,akinete,
අචලතාව,akinesia,
අචලබව,steadfastnes,
අචලබීජාණුව,azoosporium,
අචල්‍ය,immovable,
අචල්‍යතාව,immobility,
අචලව,steadfastly,
අචාර-ධර්මය,ethics,
අචාරධර්මය,ethics,
අචීර,"brief,immediate,momentary",
අචුම්බක,non-magnetic,
අචේතන,insensitive,
අචේතනික,unconscious,
අචේලක,naked,
අඡිද්‍ර,imperforate,
අජ,"goat,noise,sound",
අජ-ගසනවා,summon,
අජ-ගැසීම,call,
අජ-සඳ,crescent,
අජංගම,immobile,
අජගසනවා,call,
අජටාකාශ-ඇඳුම,spacesuit,
අජටාකාශගාමියා,"astronaut,cosmonaut,space-traveller",
අජටාකාශය,space,
අජටාකාශවිද්‍යාව,"astronautics,cosmology",
අජපාල,"goatherd,shepherd",
අජරාමර,nibbana,
අජලීය,non-aqueous,
අජ්විපරිණාමය,ablaut,
අජහැර-ලනවා,chevy,
අජහැර-ලෑම,chevy,
අජාත,"nibbana,unborn",
අජීත,"unconquered,unsurpassed",
අජීව,"dead,lifeless",
අජුව,"bail,dog,pincers",
අඤ්ජන,"antimony,sb",
අඤ්ජනය,"collyrium,cosmetic,ointment",
අඥ,"besotted,blind,foolish,ignorant,raw,stupid",
අඥතාජනක,anoegenetic,
අඥයා,dupe,
අඥාත,"anonymous,uncharted,unknown",
අඥාතය,unknown,
අඥාන,"clerkless,empty,foolish,ignorant,mindless,shallow,stupid,unwise,unthinking,witless",
අඥානකම-දක්වනවා,stultify,
අඥානයා,"dunderhead,fool,git,goon,ignaramus",
අඥෙය-වාදය,agnosticism,
අඥෙයවාදය,"agnosticism,scepticism",
අඥේය-වාදය,agnosticism,
අඥේයවාදය,agnosticism,
අඥේයවාදියා,agnostic,
අට,"eight,oct,octa",
අට-පට්ටම්,octagonal,
අටගන්නවා,spring,
අටගන්වනවා,induce,
අටගැනී-එන,nascent,
අටගුණයක්,eightfold,
අට්ටභාසය,guffaw,
අට්ටවාලය,"purlin,purloin",
අට්ටහාසය,horse-laugh,
අට්ටාල-සහිත,castellated,
අට්ටාලය,"atalaya,attic,bastion,garret,loft,stage,support,tuss",
අට්ටි-ගැසීම,stack,
අට්ටිය,"heap,pile,row,stack,truss",
අටනය,roaming,
අටනි-කපනය,notcher,
අටනි-කැපීම,notching,
අටනිය,notch,
අටපට්ටම,octagon,
අටපට්ටම්,"eight-sided,fabricated,octagonal",
අටමත්-විරිත,octometer,
අට්‍රොපයින්,atropine,
අටල්ල,"attic,loft,tower,watch-tower",
අටලුව,tower,
අටවනවා,"build,mark,place",
අටවරල්,"pug,puddle",
අටවිය,forest,
අටවෙනි,eighth,
අටළොස,eighteen,
අටැස්,octagonal,
අටි-වඩවනවා,enamour,
අටිය,"desire,longing,wish",
අටුව,"barn,bin,granary,loft",
අටුවාකරු,commentator,
අටුවාචාර්යයා,commontator,
අටුවාචාරී,commentator,
අටුවාව,commentary,
අටෝල,atollon,
අඩ,"blocking,demi,half,hemi,part,partial,semi",
අඩ-උදම,half-tide,
අඩ-එළිසමය,pararhyme,
අඩ-කව-වැලි-වැටිය,"barkhan,barchan",
අඩ-තබනවා,"prop,skid",
අඩ-තැනි-හට-ගැනීම,peneplaination,
අඩ-තියනවා,chock,
අඩ-නින්ද,"doze,nap",
අඩ-පුහුණු,semi-skilled,
අඩ-පුළුල,half-width,
අඩ-පොල්ල,sprag,
අඩ-මිලට-ඉල්ලනවා,bargain,
අඩ-විල,penelake,
අඩ-සන්නායකය,semi-conductor,
අඩ-සඳ-වැනි,lunate,
අඩ-සිරස්,semivertical,
අඩංගු,"appurtenant,component,comprising,contained,included,obedient",
අඩංගු-කරනවා,include,
අඩංගු-කිරීම,inclusion,
අඩංගු-දේ,"component,contents",
අඩංගු-වන,containable,
අඩංගු-වූ,constituent,
අඩංගු-වූ-දෙය,apurtenance,
අඩංගු-වෙනවා,"belong,comprehend,comprise,constitute,contain,enclose,form,restrain,subdue",
අඩංගුව-තිබෙනවා,"consist,contain",
අඩක්-අන්ධ-වූ,sand-blind,
අඩක්-ඇසූ,part-heard,
අඩක්-ඉටු-කිරීම,part-performance,
අඩක්-ගෙවීම,part-payment,
